Year,Line_Key,Chap,Prog,Reg,Proj,Lb,Depth,Level,Intitule,Credits_Ouverts_Vises,Total_Engage_Vises,Credits_Ouverts,Virements_Plus,Virements_Moins,Total_Credits,Total_Engage
2025,1212006000-301-00-20-31,,,,,31.0,5,Ligne,Taxes postales et frais d'affranchissement,3000000,2999998.7,1000000.0,1500000.0,0.0,2500000.0,2499995.5
2026,1212006000-301-00-20-31,,,,,31.0,5,Ligne,Taxes postales et frais d'affranchissement,3000000,2999998.7,3000000.0,0.0,0.0,3000000.0,2999998.7
2021,1212006000-301-00-20-32,,,,,32.0,5,Ligne,Taxes et redevances de télécommunications,4000000,0.0,3940000.0,0.0,3940000.0,0.0,0.0
2022,1212006000-301-00-20-32,,,,,32.0,5,Ligne,Taxes et redevances de télécommunications,4000000,4000000.0,3940000.0,0.0,3940000.0,0.0,0.0
2023,1212006000-301-00-20-32,,,,,32.0,5,Ligne,Taxes et redevances de télécommunications,4000000,4000000.0,3940000.0,0.0,0.0,3940000.0,3940000.0
2024,1212006000-301-00-20-32,,,,,32.0,5,Ligne,Taxes et redevances de télécommunications,4000000,4000000.0,3940000.0,0.0,0.0,3940000.0,3940000.0
2025,1212006000-301-00-20-32,,,,,32.0,5,Ligne,Taxes et redevances de télécommunications,4000000,4000000.0,3940000.0,0.0,0.0,3940000.0,3940000.0
2026,1212006000-301-00-20-32,,,,,32.0,5,Ligne,Taxes et redevances de télécommunications,4000000,4000000.0,3940000.0,0.0,0.0,3940000.0,3940000.0
2021,1212006000-301-00-20-33,,,,,33.0,5,Ligne,Redevances d'eau,2000000,2000000.0,1000000.0,4000000.0,0.0,5000000.0,5000000.0
2022,1212006000-301-00-20-33,,,,,33.0,5,Ligne,Redevances d'eau,2000000,2000000.0,1000000.0,1800000.0,0.0,2800000.0,2800000.0
2023,1212006000-301-00-20-33,,,,,33.0,5,Ligne,Redevances d'eau,7000000,7000000.0,1000000.0,0.0,0.0,1000000.0,1000000.0
2024,1212006000-301-00-20-33,,,,,33.0,5,Ligne,Redevances d'eau,7000000,1000000.0,1000000.0,2000000.0,0.0,3000000.0,3000000.0
2025,1212006000-301-00-20-33,,,,,33.0,5,Ligne,Redevances d'eau,7000000,0.0,1000000.0,0.0,0.0,1000000.0,1000000.0
2026,1212006000-301-00-20-33,,,,,33.0,5,Ligne,Redevances d'eau,7000000,7000000.0,1000000.0,0.0,0.0,1000000.0,1000000.0
2021,1212006000-301-00-20-34,,,,,34.0,5,Ligne,Redevances d'électricité,2000000,2000000.0,2000000.0,10000000.0,0.0,12000000.0,12000000.0
2022,1212006000-301-00-20-34,,,,,34.0,5,Ligne,Redevances d'électricité,2000000,2000000.0,2000000.0,1800000.0,0.0,3800000.0,3800000.0
2023,1212006000-301-00-20-34,,,,,34.0,5,Ligne,Redevances d'électricité,7000000,11000000.0,2000000.0,10000000.0,0.0,12000000.0,12000000.0
2024,1212006000-301-00-20-34,,,,,34.0,5,Ligne,Redevances d'électricité,7000000,13000000.0,2000000.0,8000000.0,0.0,50000000.0,50000000.0
2025,1212006000-301-00-20-34,,,,,34.0,5,Ligne,Redevances d'électricité,7000000,14000000.0,2000000.0,1700000.0,0.0,3700000.0,3700000.0
2026,1212006000-301-00-20-34,,,,,34.0,5,Ligne,Redevances d'électricité,7000000,7000000.0,2000000.0,0.0,0.0,2000000.0,2000000.0
2021,1212006000-301-00-20-51,,,,,51.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2999800.0,12400000.0,0.0,0.0,12400000.0,9274930.0
2022,1212006000-301-00-20-51,,,,,51.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2999870.0,12400000.0,6000000.0,0.0,18400000.0,18320060.0
2023,1212006000-301-00-20-51,,,,,51.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,6999540.0,12400000.0,0.0,0.0,12400000.0,12399770.0
2024,1212006000-301-00-20-51,,,,,51.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2999560.0,12400000.0,12000000.0,0.0,24400000.0,24397710.0
2025,1212006000-301-00-20-51,,,,,51.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2999900.0,12400000.0,13000000.0,0.0,25400000.0,25399480.0
2026,1212006000-301-00-20-51,,,,,51.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2999500.0,12400000.0,0.0,0.0,12400000.0,600000.0
2021,1212006000-301-00-20-60,,,,,60.0,5,Ligne,Frais de justice criminelle,15000000,17499986.22,15000000.0,2500000.0,0.0,17500000.0,17499986.22
2022,1212006000-301-00-20-60,,,,,60.0,5,Ligne,Frais de justice criminelle,15000000,14993088.2,15000000.0,0.0,0.0,15000000.0,14993088.2
2023,1212006000-301-00-20-60,,,,,60.0,5,Ligne,Frais de justice criminelle,15000000,11795162.85,15000000.0,0.0,3200000.0,11800000.0,11795162.85
2024,1212006000-301-00-20-60,,,,,60.0,5,Ligne,Frais de justice criminelle,15000000,55999999.9,15000000.0,11000000.0,0.0,56000000.0,55999999.9
2025,1212006000-301-00-20-60,,,,,60.0,5,Ligne,Frais de justice criminelle,25000000,49999999.81,25000000.0,10000000.0,0.0,50000000.0,49999999.81
2026,1212006000-301-00-20-60,,,,,60.0,5,Ligne,Frais de justice criminelle,45000000,21028784.75,45000000.0,0.0,0.0,45000000.0,21028784.75
2021,1212006000-301-00-20-80,,,,,80.0,5,Ligne,Subvention aux associations de droit non gouvernementales,1000000,1000000.0,1000000.0,0.0,0.0,1000000.0,1000000.0
2022,1212006000-301-00-20-80,,,,,80.0,5,Ligne,Subvention aux associations de droit non gouvernementales,1000000,500000.0,1000000.0,0.0,500000.0,500000.0,475000.0
2023,1212006000-301-00-20-80,,,,,80.0,5,Ligne,Subvention aux associations de droit non gouvernementales,1000000,0.0,1000000.0,0.0,975000.0,25000.0,25000.0
2024,1212006000-301-00-20-80,,,,,80.0,5,Ligne,Subvention aux associations de droit non gouvernementales,1000000,0.0,1000000.0,0.0,0.0,1000000.0,1000000.0
2025,1212006000-301-00-20-80,,,,,80.0,5,Ligne,Subvention aux associations de droit non gouvernementales,1000000,0.0,1000000.0,0.0,0.0,1000000.0,1000000.0
2026,1212006000-301-00-20-80,,,,,80.0,5,Ligne,Subvention aux associations de droit non gouvernementales,1000000,0.0,1000000.0,0.0,0.0,1000000.0,0.0
2021,1212006000-301-00-30,,,,30.0,,4,Projet,Accès au droit et à la justice,15000000,24993000.0,15000000.0,10000000.0,0.0,25000000.0,24993000.0
2022,1212006000-301-00-30,,,,30.0,,4,Projet,Accès au droit et à la justice,25000000,24998500.0,25000000.0,0.0,0.0,25000000.0,24998500.0
2023,1212006000-301-00-30,,,,30.0,,4,Projet,Accès au droit et à la justice,30000000,29997000.0,30000000.0,0.0,0.0,30000000.0,29997000.0
2024,1212006000-301-00-30,,,,30.0,,4,Projet,Accès au droit et à la justice,30000000,29997300.0,30000000.0,0.0,0.0,30000000.0,29997300.0
2025,1212006000-301-00-30,,,,30.0,,4,Projet,Accès au droit et à la justice,30000000,29998000.0,30000000.0,0.0,2000.0,29998000.0,29998000.0
2026,1212006000-301-00-30,,,,30.0,,4,Projet,Accès au droit et à la justice,40000000,17000000.0,40000000.0,0.0,0.0,40000000.0,17000000.0
2021,1212006000-301-00-30-10,,,,,10.0,5,Ligne,Frais d'assistance judiciaire,15000000,24993000.0,15000000.0,10000000.0,0.0,25000000.0,24993000.0
2022,1212006000-301-00-30-10,,,,,10.0,5,Ligne,Frais d'assistance judiciaire,25000000,24998500.0,25000000.0,0.0,0.0,25000000.0,24998500.0
2023,1212006000-301-00-30-10,,,,,10.0,5,Ligne,Frais d'assistance judiciaire,30000000,29997000.0,30000000.0,0.0,0.0,30000000.0,29997000.0
2024,1212006000-301-00-30-10,,,,,10.0,5,Ligne,Frais d'assistance judiciaire,30000000,29997300.0,30000000.0,0.0,0.0,30000000.0,29997300.0
2025,1212006000-301-00-30-10,,,,,10.0,5,Ligne,Frais d'assistance judiciaire,30000000,29998000.0,30000000.0,0.0,2000.0,29998000.0,29998000.0
2026,1212006000-301-00-30-10,,,,,10.0,5,Ligne,Frais d'assistance judiciaire,40000000,17000000.0,40000000.0,0.0,0.0,40000000.0,17000000.0
2021,1212006000-302,,302.0,,,,2,Programme,MODERNISATION DU SYSTEME JUDICIAIRE ET JURIDIQUE,18400000,18885974.0,18400000.0,1362879.0,562879.0,19200000.0,18885974.0
2022,1212006000-302,,302.0,,,,2,Programme,MODERNISATION DU SYSTEME JUDICIAIRE ET JURIDIQUE,19400000,18511816.72,19400000.0,50000.0,910000.0,18540000.0,18511816.72
2023,1212006000-302,,302.0,,,,2,Programme,MODERNISATION DU SYSTEME JUDICIAIRE ET JURIDIQUE,19200000,20120096.11,19200000.0,1219000.0,293000.0,20126000.0,20120096.11
2024,1212006000-302,,302.0,,,,2,Programme,MODERNISATION DU SYSTEME JUDICIAIRE ET JURIDIQUE,23500000,20817586.2,23500000.0,500000.0,2800000.0,21200000.0,20817586.2
2025,1212006000-302,,302.0,,,,2,Programme,MODERNISATION DU SYSTEME JUDICIAIRE ET JURIDIQUE,23500000,22128931.36,23500000.0,0.0,1369000.0,22131000.0,22128931.36
2026,1212006000-302,,302.0,,,,2,Programme,MODERNISATION DU SYSTEME JUDICIAIRE ET JURIDIQUE,23500000,18682236.56,23500000.0,0.0,0.0,23500000.0,18682236.56
2021,1212006000-302-00,,,0.0,,,3,Region,SERVICES COMMUNS,18400000,18885974.0,4717208000.0,10000.0,10000.0,4809208000.0,4781379728.76
2022,1212006000-302-00,,,0.0,,,3,Region,SERVICES COMMUNS,19400000,18511816.72,5020563000.0,14000000.0,14000000.0,5020563000.0,5014150298.43
2023,1212006000-302-00,,,0.0,,,3,Region,SERVICES COMMUNS,19200000,20120096.11,3175472000.0,12000000.0,12000000.0,3175472000.0,3071724920.04
2024,1212006000-302-00,,,0.0,,,3,Region,SERVICES COMMUNS,23500000,20817586.2,3179307000.0,9500000.0,9500000.0,3179307000.0,3171460390.71
2025,1212006000-302-00,,,0.0,,,3,Region,SERVICES COMMUNS,23500000,22128931.36,3419812000.0,6000000.0,6000000.0,3419812000.0,3417594788.2
2026,1212006000-302-00,,,0.0,,,3,Region,SERVICES COMMUNS,23500000,18682236.56,4120912000.0,0.0,0.0,4120912000.0,3976225539.57
2021,1212006000-302-00-10,,,,10.0,,4,Projet,Performance législative et organisationnelle,9400000,9952705.25,9400000.0,1362879.0,562879.0,10200000.0,9952705.25
2022,1212006000-302-00-10,,,,10.0,,4,Projet,Performance législative et organisationnelle,10400000,9513037.97,10400000.0,50000.0,910000.0,9540000.0,9513037.97
2023,1212006000-302-00-10,,,,10.0,,4,Projet,Performance législative et organisationnelle,10200000,11120697.36,10200000.0,1219000.0,293000.0,11126000.0,11120697.36
2024,1212006000-302-00-10,,,,10.0,,4,Projet,Performance législative et organisationnelle,14500000,11817719.8,14500000.0,500000.0,2800000.0,12200000.0,11817719.8
2025,1212006000-302-00-10,,,,10.0,,4,Projet,Performance législative et organisationnelle,14500000,13129354.96,14500000.0,0.0,1369000.0,13131000.0,13129354.96
2026,1212006000-302-00-10,,,,10.0,,4,Projet,Performance législative et organisationnelle,14500000,9683930.16,14500000.0,0.0,0.0,14500000.0,9683930.16
2021,1212006000-302-00-10-10,,,,,10.0,5,Ligne,Frais d'édition et d'impression et travaux de tirage,200000,109402.0,200000.0,0.0,62879.0,137121.0,109402.0
2022,1212006000-302-00-10-10,,,,,10.0,5,Ligne,Frais d'édition et d'impression et travaux de tirage,200000,39354.0,200000.0,0.0,160000.0,40000.0,39354.0
2023,1212006000-302-00-10-10,,,,,10.0,5,Ligne,Frais d'édition et d'impression et travaux de tirage,200000,0.0,200000.0,0.0,200000.0,0.0,0.0
2024,1212006000-302-00-10-10,,,,,10.0,5,Ligne,Frais d'édition et d'impression et travaux de tirage,500000,0.0,500000.0,0.0,500000.0,0.0,0.0
2025,1212006000-302-00-10-10,,,,,10.0,5,Ligne,Frais d'édition et d'impression et travaux de tirage,200000,130000.0,200000.0,0.0,70000.0,130000.0,130000.0
2026,1212006000-302-00-10-10,,,,,10.0,5,Ligne,Frais d'édition et d'impression et travaux de tirage,200000,0.0,200000.0,0.0,0.0,200000.0,0.0
2021,1212006000-302-00-10-21,,,,,21.0,5,Ligne,Taxes et redevances de télécommunications,4000000,3500000.0,3940000.0,0.0,3940000.0,0.0,0.0
2022,1212006000-302-00-10-21,,,,,21.0,5,Ligne,Taxes et redevances de télécommunications,4000000,4000000.0,3940000.0,0.0,3940000.0,0.0,0.0
2023,1212006000-302-00-10-21,,,,,21.0,5,Ligne,Taxes et redevances de télécommunications,4000000,4000000.0,3940000.0,0.0,0.0,3940000.0,3940000.0
2024,1212006000-302-00-10-21,,,,,21.0,5,Ligne,Taxes et redevances de télécommunications,4000000,4000000.0,3940000.0,0.0,0.0,3940000.0,3940000.0
2025,1212006000-302-00-10-21,,,,,21.0,5,Ligne,Taxes et redevances de télécommunications,4000000,4000000.0,3940000.0,0.0,0.0,3940000.0,3940000.0
2026,1212006000-302-00-10-21,,,,,21.0,5,Ligne,Taxes et redevances de télécommunications,4000000,4000000.0,3940000.0,0.0,0.0,3940000.0,3940000.0
2021,1212006000-302-00-10-22,,,,,22.0,5,Ligne,Taxes postales et frais d'affranchissement,1000000,999997.5,1000000.0,0.0,0.0,1000000.0,999997.5
2022,1212006000-302-00-10-22,,,,,22.0,5,Ligne,Taxes postales et frais d'affranchissement,1000000,999997.5,1000000.0,0.0,0.0,1000000.0,999997.5
2023,1212006000-302-00-10-22,,,,,22.0,5,Ligne,Taxes postales et frais d'affranchissement,1000000,999997.5,1000000.0,0.0,0.0,1000000.0,999997.5
2024,1212006000-302-00-10-22,,,,,22.0,5,Ligne,Taxes postales et frais d'affranchissement,1000000,999998.2,1000000.0,6000000.0,0.0,7000000.0,6999995.6
2025,1212006000-302-00-10-22,,,,,22.0,5,Ligne,Taxes postales et frais d'affranchissement,1000000,999998.2,1000000.0,1500000.0,0.0,2500000.0,2499995.5
2026,1212006000-302-00-10-22,,,,,22.0,5,Ligne,Taxes postales et frais d'affranchissement,2000000,1999996.4,3000000.0,0.0,0.0,3000000.0,2999998.7
2021,1212006000-302-00-10-41,,,,,41.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2999510.0,12400000.0,0.0,0.0,12400000.0,9274930.0
2022,1212006000-302-00-10-41,,,,,41.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2999960.0,12400000.0,6000000.0,0.0,18400000.0,18320060.0
2023,1212006000-302-00-10-41,,,,,41.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2999110.0,12400000.0,0.0,0.0,12400000.0,12399770.0
2024,1212006000-302-00-10-41,,,,,41.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2999380.0,12400000.0,12000000.0,0.0,24400000.0,24397710.0
2025,1212006000-302-00-10-41,,,,,41.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2999400.0,12400000.0,13000000.0,0.0,25400000.0,25399480.0
2026,1212006000-302-00-10-41,,,,,41.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2999210.0,12400000.0,0.0,0.0,12400000.0,600000.0
2021,1212006000-302-00-10-50,,,,,50.0,5,Ligne,Frais protocolaires et d'organisation de manifestation,0,62627.0,0.0,62879.0,0.0,62879.0,62627.0
2022,1212006000-302-00-10-50,,,,,50.0,5,Ligne,Frais protocolaires et d'organisation de manifestation,1000000,929171.85,1000000.0,0.0,50000.0,950000.0,929171.85
2023,1212006000-302-00-10-50,,,,,50.0,5,Ligne,Frais protocolaires et d'organisation de manifestation,1000000,903262.0,1000000.0,0.0,93000.0,907000.0,903262.0
2024,1212006000-302-00-10-50,,,,,50.0,5,Ligne,Frais protocolaires et d'organisation de manifestation,1000000,1290074.9,1000000.0,300000.0,0.0,1300000.0,1290074.9
2025,1212006000-302-00-10-50,,,,,50.0,5,Ligne,Frais protocolaires et d'organisation de manifestation,1000000,407341.0,1000000.0,0.0,592000.0,408000.0,407341.0
2026,1212006000-302-00-10-50,,,,,50.0,5,Ligne,Frais protocolaires et d'organisation de manifestation,1000000,452384.0,1000000.0,0.0,0.0,1000000.0,452384.0
2021,1212006000-302-00-10-60,,,,,60.0,5,Ligne,Cotisations aux organismes internationaux,1000000,2083693.75,1000000.0,1300000.0,0.0,2300000.0,2083693.75
2022,1212006000-302-00-10-60,,,,,60.0,5,Ligne,Cotisations aux organismes internationaux,1000000,544554.62,1000000.0,50000.0,500000.0,550000.0,544554.62
2023,1212006000-302-00-10-60,,,,,60.0,5,Ligne,Cotisations aux organismes internationaux,1000000,2218327.86,1000000.0,1219000.0,0.0,2219000.0,2218327.86
2024,1212006000-302-00-10-60,,,,,60.0,5,Ligne,Cotisations aux organismes internationaux,5000000,2331605.7,5000000.0,0.0,2300000.0,2700000.0,2331605.7
2025,1212006000-302-00-10-60,,,,,60.0,5,Ligne,Cotisations aux organismes internationaux,3000000,2405783.76,3000000.0,0.0,594000.0,2406000.0,2405783.76
2026,1212006000-302-00-10-60,,,,,60.0,5,Ligne,Cotisations aux organismes internationaux,3000000,232339.76,3000000.0,0.0,0.0,3000000.0,232339.76
2021,1212006000-302-00-20,,,,20.0,,4,Projet,Tribunal numérique,9000000,8933268.75,9000000.0,0.0,0.0,9000000.0,8933268.75
2022,1212006000-302-00-20,,,,20.0,,4,Projet,Tribunal numérique,9000000,8998778.75,9000000.0,0.0,0.0,9000000.0,8998778.75
2023,1212006000-302-00-20,,,,20.0,,4,Projet,Tribunal numérique,9000000,8999398.75,9000000.0,0.0,0.0,9000000.0,8999398.75
2024,1212006000-302-00-20,,,,20.0,,4,Projet,Tribunal numérique,9000000,8999866.4,9000000.0,0.0,0.0,9000000.0,8999866.4
2025,1212006000-302-00-20,,,,20.0,,4,Projet,Tribunal numérique,9000000,8999576.4,9000000.0,0.0,0.0,9000000.0,8999576.4
2026,1212006000-302-00-20,,,,20.0,,4,Projet,Tribunal numérique,9000000,8998306.4,9000000.0,0.0,0.0,9000000.0,8998306.4
2021,1212006000-302-00-20-11,,,,,11.0,5,Ligne,Taxes et redevances de télécommunications,4000000,4000000.0,3940000.0,0.0,3940000.0,0.0,0.0
2022,1212006000-302-00-20-11,,,,,11.0,5,Ligne,Taxes et redevances de télécommunications,4000000,4000000.0,3940000.0,0.0,3940000.0,0.0,0.0
2023,1212006000-302-00-20-11,,,,,11.0,5,Ligne,Taxes et redevances de télécommunications,4000000,4000000.0,3940000.0,0.0,0.0,3940000.0,3940000.0
2024,1212006000-302-00-20-11,,,,,11.0,5,Ligne,Taxes et redevances de télécommunications,4000000,4000000.0,3940000.0,0.0,0.0,3940000.0,3940000.0
2025,1212006000-302-00-20-11,,,,,11.0,5,Ligne,Taxes et redevances de télécommunications,4000000,4000000.0,3940000.0,0.0,0.0,3940000.0,3940000.0
2026,1212006000-302-00-20-11,,,,,11.0,5,Ligne,Taxes et redevances de télécommunications,4000000,4000000.0,3940000.0,0.0,0.0,3940000.0,3940000.0
2021,1212006000-302-00-20-12,,,,,12.0,5,Ligne,Taxes postales et frais d'affranchissement,2000000,1999998.75,1000000.0,0.0,0.0,1000000.0,999997.5
2022,1212006000-302-00-20-12,,,,,12.0,5,Ligne,Taxes postales et frais d'affranchissement,2000000,1999998.75,1000000.0,0.0,0.0,1000000.0,999997.5
2023,1212006000-302-00-20-12,,,,,12.0,5,Ligne,Taxes postales et frais d'affranchissement,2000000,1999998.75,1000000.0,0.0,0.0,1000000.0,999997.5
2024,1212006000-302-00-20-12,,,,,12.0,5,Ligne,Taxes postales et frais d'affranchissement,2000000,1999996.4,1000000.0,6000000.0,0.0,7000000.0,6999995.6
2025,1212006000-302-00-20-12,,,,,12.0,5,Ligne,Taxes postales et frais d'affranchissement,2000000,1999996.4,1000000.0,1500000.0,0.0,2500000.0,2499995.5
2026,1212006000-302-00-20-12,,,,,12.0,5,Ligne,Taxes postales et frais d'affranchissement,2000000,1999996.4,3000000.0,0.0,0.0,3000000.0,2999998.7
2021,1212006000-302-00-20-31,,,,,31.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2933270.0,12400000.0,0.0,0.0,12400000.0,9274930.0
2022,1212006000-302-00-20-31,,,,,31.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2998780.0,12400000.0,6000000.0,0.0,18400000.0,18320060.0
2023,1212006000-302-00-20-31,,,,,31.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2999400.0,12400000.0,0.0,0.0,12400000.0,12399770.0
2024,1212006000-302-00-20-31,,,,,31.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2999870.0,12400000.0,12000000.0,0.0,24400000.0,24397710.0
2025,1212006000-302-00-20-31,,,,,31.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2999580.0,12400000.0,13000000.0,0.0,25400000.0,25399480.0
2026,1212006000-302-00-20-31,,,,,31.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2998310.0,12400000.0,0.0,0.0,12400000.0,600000.0
2021,1212006000-303,,303.0,,,,2,Programme,RENFORCEMENT DES DROITS ET DES LIBERTES,18000000,17999220.0,18000000.0,0.0,0.0,18000000.0,17999220.0
2022,1212006000-303,,303.0,,,,2,Programme,RENFORCEMENT DES DROITS ET DES LIBERTES,18000000,17999210.0,18000000.0,0.0,0.0,18000000.0,17999210.0
2023,1212006000-303,,303.0,,,,2,Programme,RENFORCEMENT DES DROITS ET DES LIBERTES,18000000,17997720.0,18000000.0,0.0,0.0,18000000.0,17997720.0
2024,1212006000-303,,303.0,,,,2,Programme,RENFORCEMENT DES DROITS ET DES LIBERTES,18000000,17991720.0,18000000.0,0.0,0.0,18000000.0,17991720.0
2025,1212006000-303,,303.0,,,,2,Programme,RENFORCEMENT DES DROITS ET DES LIBERTES,28000000,27999080.0,28000000.0,2000000.0,2000000.0,28000000.0,27999080.0
2026,1212006000-303,,303.0,,,,2,Programme,RENFORCEMENT DES DROITS ET DES LIBERTES,28000000,27998660.0,28000000.0,0.0,0.0,28000000.0,27998660.0
2021,1212006000-303-00,,,0.0,,,3,Region,SERVICES COMMUNS,18000000,17999220.0,4717208000.0,10000.0,10000.0,4809208000.0,4781379728.76
2022,1212006000-303-00,,,0.0,,,3,Region,SERVICES COMMUNS,18000000,17999210.0,5020563000.0,14000000.0,14000000.0,5020563000.0,5014150298.43
2023,1212006000-303-00,,,0.0,,,3,Region,SERVICES COMMUNS,18000000,17997720.0,3175472000.0,12000000.0,12000000.0,3175472000.0,3071724920.04
2024,1212006000-303-00,,,0.0,,,3,Region,SERVICES COMMUNS,18000000,17991720.0,3179307000.0,9500000.0,9500000.0,3179307000.0,3171460390.71
2025,1212006000-303-00,,,0.0,,,3,Region,SERVICES COMMUNS,28000000,27999080.0,3419812000.0,6000000.0,6000000.0,3419812000.0,3417594788.2
2026,1212006000-303-00,,,0.0,,,3,Region,SERVICES COMMUNS,28000000,27998660.0,4120912000.0,0.0,0.0,4120912000.0,3976225539.57
2021,1212006000-303-00-10,,,,10.0,,4,Projet,Protection des droits des détenus,9000000,8999500.0,9000000.0,0.0,0.0,9000000.0,8999500.0
2022,1212006000-303-00-10,,,,10.0,,4,Projet,Protection des droits des détenus,9000000,8999650.0,9000000.0,0.0,0.0,9000000.0,8999650.0
2023,1212006000-303-00-10,,,,10.0,,4,Projet,Protection des droits des détenus,9000000,8999020.0,9000000.0,0.0,0.0,9000000.0,8999020.0
2024,1212006000-303-00-10,,,,10.0,,4,Projet,Protection des droits des détenus,9000000,8999460.0,9000000.0,0.0,0.0,9000000.0,8999460.0
2025,1212006000-303-00-10,,,,10.0,,4,Projet,Protection des droits des détenus,14000000,13999230.0,14000000.0,0.0,0.0,14000000.0,13999230.0
2026,1212006000-303-00-10,,,,10.0,,4,Projet,Protection des droits des détenus,14000000,13998860.0,14000000.0,0.0,0.0,14000000.0,13998860.0
2021,1212006000-303-00-10-11,,,,,11.0,5,Ligne,Taxes et redevances de télécommunications,4000000,4000000.0,3940000.0,0.0,3940000.0,0.0,0.0
2022,1212006000-303-00-10-11,,,,,11.0,5,Ligne,Taxes et redevances de télécommunications,4000000,4000000.0,3940000.0,0.0,3940000.0,0.0,0.0
2023,1212006000-303-00-10-11,,,,,11.0,5,Ligne,Taxes et redevances de télécommunications,4000000,4000000.0,3940000.0,0.0,0.0,3940000.0,3940000.0
2024,1212006000-303-00-10-11,,,,,11.0,5,Ligne,Taxes et redevances de télécommunications,4000000,4000000.0,3940000.0,0.0,0.0,3940000.0,3940000.0
2025,1212006000-303-00-10-11,,,,,11.0,5,Ligne,Taxes et redevances de télécommunications,4000000,4000000.0,3940000.0,0.0,0.0,3940000.0,3940000.0
2026,1212006000-303-00-10-11,,,,,11.0,5,Ligne,Taxes et redevances de télécommunications,4000000,4000000.0,3940000.0,0.0,0.0,3940000.0,3940000.0
2021,1212006000-303-00-10-12,,,,,12.0,5,Ligne,Redevances d'eau,1000000,1000000.0,1000000.0,4000000.0,0.0,5000000.0,5000000.0
2022,1212006000-303-00-10-12,,,,,12.0,5,Ligne,Redevances d'eau,1000000,1000000.0,1000000.0,1800000.0,0.0,2800000.0,2800000.0
2023,1212006000-303-00-10-12,,,,,12.0,5,Ligne,Redevances d'eau,1000000,1000000.0,1000000.0,0.0,0.0,1000000.0,1000000.0
2024,1212006000-303-00-10-12,,,,,12.0,5,Ligne,Redevances d'eau,1000000,1000000.0,1000000.0,2000000.0,0.0,3000000.0,3000000.0
2025,1212006000-303-00-10-12,,,,,12.0,5,Ligne,Redevances d'eau,2000000,2000000.0,1000000.0,0.0,0.0,1000000.0,1000000.0
2026,1212006000-303-00-10-12,,,,,12.0,5,Ligne,Redevances d'eau,2000000,2000000.0,1000000.0,0.0,0.0,1000000.0,1000000.0
2021,1212006000-303-00-10-13,,,,,13.0,5,Ligne,Redevances d'électricité,1000000,1000000.0,2000000.0,10000000.0,0.0,12000000.0,12000000.0
2022,1212006000-303-00-10-13,,,,,13.0,5,Ligne,Redevances d'électricité,1000000,1000000.0,2000000.0,1800000.0,0.0,3800000.0,3800000.0
2023,1212006000-303-00-10-13,,,,,13.0,5,Ligne,Redevances d'électricité,1000000,1000000.0,2000000.0,10000000.0,0.0,12000000.0,12000000.0
2024,1212006000-303-00-10-13,,,,,13.0,5,Ligne,Redevances d'électricité,1000000,1000000.0,2000000.0,8000000.0,0.0,50000000.0,50000000.0
2025,1212006000-303-00-10-13,,,,,13.0,5,Ligne,Redevances d'électricité,5000000,5000000.0,2000000.0,1700000.0,0.0,3700000.0,3700000.0
2026,1212006000-303-00-10-13,,,,,13.0,5,Ligne,Redevances d'électricité,5000000,5000000.0,2000000.0,0.0,0.0,2000000.0,2000000.0
2021,1212006000-303-00-10-31,,,,,31.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2999500.0,12400000.0,0.0,0.0,12400000.0,9274930.0
2022,1212006000-303-00-10-31,,,,,31.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2999650.0,12400000.0,6000000.0,0.0,18400000.0,18320060.0
2023,1212006000-303-00-10-31,,,,,31.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2999020.0,12400000.0,0.0,0.0,12400000.0,12399770.0
